,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M
2022-11-24,24.09,15.49,2.83,83.34
2022-11-25,25.4,15.05,1.88,81.89
2022-11-26,26.28,14.41,0.7,78.31
2022-11-27,26.94,14.67,1.09,78.3
2022-11-28,25.73,15.79,3.82,84.59
2022-11-29,25.53,16.08,2.87,83.79
2022-11-30,25.14,16.15,5.89,85.12
2022-12-01,25.43,15.37,2.64,80.14
2022-12-02,25.45,14.54,4.37,80.1
2022-12-03,25.06,15.05,3.73,82.56
2022-12-04,25.32,15.88,6.64,84.03
2022-12-05,26.07,15.18,1.95,80.67
2022-12-06,26.1,15.41,2.83,80.39
2022-12-07,25.38,15.75,6.16,83.37
2022-12-08,25.02,15.58,2.92,81.43
2022-12-09,25.31,14.47,2.41,80.17
2022-12-10,26.22,14.85,4.84,79.7
2022-12-11,23.75,16.39,4.06,87.12
2022-12-12,25.28,16.0,2.36,84.14
2022-12-13,25.11,15.8,3.39,84.49
2022-12-14,26.42,15.21,0.59,78.78
2022-12-15,26.98,14.6,0.56,75.16
2022-12-16,27.51,15.25,0.57,72.32
2022-12-17,27.34,15.45,0.54,76.18
2022-12-18,27.64,14.82,0.15,74.02
2022-12-19,27.4,15.09,0.23,71.12
2022-12-20,27.34,14.68,0.12,64.63
2022-12-21,27.46,15.52,0.36,68.2
2022-12-22,26.56,15.12,3.14,76.72
2022-12-23,27.28,15.57,1.53,76.89
2022-12-24,26.97,15.46,1.52,74.08
2022-12-25,27.75,14.6,0.93,73.88
2022-12-26,27.4,15.39,1.89,74.74
2022-12-27,24.96,16.08,1.9,78.29
2022-12-28,26.78,15.75,0.9,72.91
2022-12-29,25.83,15.27,1.22,73.59
2022-12-30,26.6,13.73,0.19,68.13
2022-12-31,26.37,13.85,0.13,67.53
2023-01-01,27.24,14.15,0.25,66.86
2023-01-02,25.63,14.79,2.69,76.96
2023-01-03,23.8,15.28,7.78,82.79
2023-01-04,24.97,13.96,3.89,77.09
2023-01-05,26.23,14.69,0.81,76.24
2023-01-06,27.32,13.86,0.69,69.09
2023-01-07,27.09,14.45,1.36,70.32
2023-01-08,27.29,14.72,3.19,72.79
2023-01-09,26.86,15.16,3.63,77.38
2023-01-10,26.4,15.71,5.31,79.25
2023-01-11,26.95,14.66,0.82,74.12
2023-01-12,27.49,15.32,0.32,70.13
2023-01-13,27.48,13.5,0.1,66.14
2023-01-14,27.33,13.63,0.07,63.32
2023-01-15,27.73,13.56,0.14,63.81
2023-01-16,27.24,14.91,0.27,65.57
2023-01-17,27.82,13.32,0.13,63.03
2023-01-18,28.96,13.96,0.02,54.83
2023-01-19,29.52,15.41,0.05,55.17
2023-01-20,28.86,15.15,0.18,62.2
2023-01-21,28.96,13.42,0.02,57.17
2023-01-22,26.74,14.73,0.11,64.37
2023-01-23,27.2,15.65,0.4,69.06
2023-01-24,27.86,15.56,0.65,69.15
2023-01-25,27.9,15.55,0.04,66.73
2023-01-26,28.54,15.09,0.08,60.05
2023-01-27,28.03,14.7,0.17,60.32
2023-01-28,28.74,13.42,0.02,58.16
2023-01-29,28.77,14.42,0.15,57.48
2023-01-30,29.11,15.06,0.12,57.09
2023-01-31,28.78,14.96,0.02,57.9
2023-02-01,30.99,14.38,0.02,57.35
2023-02-02,31.33,15.57,0.05,54.03
2023-02-03,31.26,15.57,0.0,47.57
2023-02-04,30.46,15.06,0.02,52.41
2023-02-05,30.74,13.97,0.03,52.69
2023-02-06,30.53,14.78,0.0,48.87
2023-02-07,30.19,13.53,0.09,52.2
2023-02-08,30.39,15.81,0.15,55.81
2023-02-09,29.83,16.12,0.26,58.91
2023-02-10,31.21,15.38,0.0,53.32
2023-02-11,29.91,16.53,0.0,56.02
2023-02-12,29.31,15.5,0.0,52.86
2023-02-13,30.09,13.83,0.0,49.45
2023-02-14,30.65,14.68,0.0,53.92
2023-02-15,31.41,15.56,0.01,52.32
2023-02-16,30.79,16.02,0.01,56.84
2023-02-17,29.8,15.98,0.0,57.99
2023-02-18,29.94,15.53,0.01,57.42
2023-02-19,30.22,16.28,0.01,58.18
2023-02-20,29.88,15.97,0.43,53.68
2023-02-21,29.54,15.92,1.09,52.5
2023-02-22,30.27,14.81,0.91,54.04
2023-02-23,31.06,15.99,1.89,57.38
2023-02-24,31.4,15.86,1.44,56.27
2023-02-25,30.85,15.75,0.58,56.66
2023-02-26,30.11,16.93,2.29,59.75
2023-02-27,28.58,17.07,3.49,69.0
2023-02-28,28.87,16.72,0.77,66.75
2023-03-01,30.46,15.79,0.13,57.73
2023-03-02,30.83,15.89,1.18,59.42
2023-03-03,30.47,16.88,1.06,59.48
2023-03-04,30.06,15.37,0.19,55.76
2023-03-05,30.17,15.02,0.22,56.68
2023-03-06,29.96,15.45,0.35,59.74
2023-03-07,29.71,16.24,0.77,64.37
2023-03-08,31.47,16.39,0.22,56.36
2023-03-09,31.29,16.2,1.1,57.27
2023-03-10,30.14,17.82,0.83,58.96
2023-03-11,29.24,17.14,0.57,60.7
2023-03-12,30.31,16.31,3.74,59.7
2023-03-13,30.53,15.58,1.54,62.54
2023-03-14,30.88,16.43,2.07,65.39
2023-03-15,28.46,16.19,5.47,67.93
2023-03-16,28.76,16.93,7.28,70.37
2023-03-17,29.85,16.27,1.43,62.33
2023-03-18,30.52,15.34,0.4,56.25
2023-03-19,30.26,15.54,0.4,55.57
2023-03-20,27.94,17.41,2.1,67.31
2023-03-21,28.03,16.89,11.4,69.78
2023-03-22,28.71,16.88,8.48,75.39
2023-03-23,27.33,17.17,5.51,78.83
2023-03-24,24.71,16.94,8.13,80.71
2023-03-25,27.61,16.02,12.93,77.78
2023-03-26,25.84,16.83,1.82,79.91
2023-03-27,28.94,16.16,0.97,70.61
2023-03-28,29.76,16.74,2.35,71.51
2023-03-29,29.45,16.6,1.56,72.27
2023-03-30,29.32,16.33,2.38,72.76
2023-03-31,28.41,16.63,5.31,75.71
2023-04-01,29.7,15.86,5.91,70.92
2023-04-02,29.37,16.01,20.26,73.49
2023-04-03,27.16,16.9,32.5,81.93
2023-04-04,25.04,17.42,33.91,84.91
2023-04-05,22.89,17.11,27.64,89.91
2023-04-06,26.0,16.97,3.71,83.93
2023-04-07,26.21,16.24,2.71,84.91
2023-04-08,25.78,16.88,2.98,84.32
2023-04-09,26.65,16.06,1.22,81.88
2023-04-10,26.03,15.79,4.65,83.42
2023-04-11,25.92,16.73,14.85,84.39
2023-04-12,25.47,16.9,13.82,85.36
2023-04-13,25.31,16.77,12.62,85.66
2023-04-14,26.56,15.96,4.41,78.78
2023-04-15,26.53,15.47,4.21,82.85
2023-04-16,26.45,15.85,5.34,80.69
2023-04-17,27.03,16.09,3.23,81.26
2023-04-18,26.99,16.5,6.79,82.86
2023-04-19,27.34,16.25,2.27,80.42
2023-04-20,28.24,16.51,3.63,78.99
2023-04-21,28.43,17.31,2.95,81.3
2023-04-22,24.36,16.5,15.98,89.51
2023-04-23,25.67,15.19,6.54,78.86
2023-04-24,25.94,15.89,3.08,82.06
2023-04-25,21.44,16.89,11.98,91.49
2023-04-26,26.6,16.08,8.8,80.74
2023-04-27,26.29,15.66,7.6,82.66
2023-04-28,26.54,16.34,13.08,84.18
2023-04-29,25.72,15.39,9.37,82.66
2023-04-30,24.11,16.05,12.34,84.96
2023-05-01,25.36,15.46,1.46,81.42
2023-05-02,26.47,15.13,2.66,78.55
2023-05-03,26.22,16.13,3.19,83.19
2023-05-04,26.54,15.37,2.3,81.01
2023-05-05,26.94,15.18,1.24,78.28
2023-05-06,27.05,16.4,1.59,80.02
2023-05-07,27.13,16.48,3.22,82.0
2023-05-08,27.08,16.74,2.39,81.23
2023-05-09,26.58,16.34,2.84,81.59
2023-05-10,26.18,15.52,2.15,81.09
2023-05-11,26.48,15.98,1.64,81.49
2023-05-12,27.66,15.83,0.65,76.58
2023-05-13,28.5,16.88,1.2,78.48
2023-05-14,24.67,16.95,2.12,81.4
2023-05-15,28.01,15.8,1.38,76.83
2023-05-16,27.32,16.4,7.7,78.32
2023-05-17,26.47,16.94,13.85,82.96
2023-05-18,26.65,16.44,10.18,81.79
2023-05-19,26.66,15.92,1.42,75.55
2023-05-20,28.06,14.46,0.46,72.03
2023-05-21,28.14,15.58,1.34,76.15
2023-05-22,27.25,16.93,0.69,78.17
2023-05-23,27.1,17.15,7.91,81.07
2023-05-24,27.0,16.24,2.68,77.27
2023-05-25,26.71,15.29,0.65,77.88
2023-05-26,25.58,15.9,2.59,80.17
2023-05-27,24.94,14.69,3.68,82.35
2023-05-28,25.47,15.01,3.8,82.03
2023-05-29,25.81,13.78,2.47,80.77
2023-05-30,25.66,14.62,1.79,80.65
2023-05-31,26.11,14.94,0.93,77.25
2023-06-01,26.89,15.1,2.27,78.43
2023-06-02,26.98,15.75,1.62,75.96
2023-06-03,26.56,15.4,1.7,78.21
2023-06-04,26.49,15.4,0.7,77.91
2023-06-05,27.01,14.8,9.7,76.01
2023-06-06,26.76,16.09,12.12,78.89
2023-06-07,27.19,13.43,0.33,65.56
2023-06-08,27.81,12.41,3.11,68.4
2023-06-09,27.27,14.93,9.53,74.39
2023-06-10,28.09,15.54,1.13,74.51
2023-06-11,27.13,16.57,0.29,72.18
2023-06-12,27.28,15.39,0.41,74.5
2023-06-13,25.6,14.68,2.09,77.19
2023-06-14,26.47,15.75,1.45,78.1
2023-06-15,26.2,16.48,9.59,83.55
2023-06-16,23.08,16.36,10.49,86.41
2023-06-17,24.02,14.89,6.14,82.74
2023-06-18,25.69,14.32,2.53,80.11
2023-06-19,26.2,14.3,2.3,78.42
2023-06-20,26.66,14.7,1.0,78.71
2023-06-21,25.52,15.2,1.14,80.02
2023-06-22,25.65,14.71,0.87,77.35
2023-06-23,24.97,14.95,1.51,81.27
2023-06-24,25.43,14.6,1.17,77.03
2023-06-25,26.4,13.35,0.49,72.79
2023-06-26,24.73,14.53,1.34,79.13
2023-06-27,25.45,13.9,2.3,77.92
2023-06-28,26.02,14.58,1.18,74.8
2023-06-29,24.64,14.53,1.9,79.45
2023-06-30,24.8,14.59,1.54,79.16
2023-07-01,24.82,14.13,1.63,78.53
2023-07-02,25.11,13.56,1.6,76.78
2023-07-03,24.99,13.64,1.88,78.71
2023-07-04,24.95,13.58,1.14,77.46
2023-07-05,25.78,13.57,0.75,75.05
2023-07-06,24.65,13.92,3.02,78.58
2023-07-07,24.0,13.71,1.26,78.53
2023-07-08,24.79,12.84,0.65,75.5
2023-07-09,26.84,12.97,0.31,71.27
2023-07-10,28.27,13.02,0.27,67.58
2023-07-11,28.1,14.64,0.49,70.94
2023-07-12,26.74,15.01,1.38,73.86
2023-07-13,25.81,14.18,1.02,74.85
2023-07-14,26.3,13.82,1.13,73.75
2023-07-15,26.81,12.49,0.51,72.56
2023-07-16,27.23,13.31,0.62,70.15
2023-07-17,26.67,12.87,0.51,71.39
2023-07-18,26.79,13.73,0.43,71.82
2023-07-19,26.11,14.12,1.09,74.18
2023-07-20,27.42,14.99,0.82,71.76
2023-07-21,28.5,14.59,0.27,67.26
2023-07-22,26.57,14.73,0.48,72.08
2023-07-23,26.86,14.36,0.39,70.8
2023-07-24,26.43,14.42,0.89,75.05
2023-07-25,25.6,15.36,3.05,76.52
2023-07-26,25.61,14.65,1.54,74.13
2023-07-27,27.15,13.64,0.74,70.4
2023-07-28,25.37,14.01,1.07,74.45
2023-07-29,27.68,13.94,0.69,72.71
2023-07-30,28.15,14.55,2.14,74.74
2023-07-31,28.78,15.79,3.45,72.86
2023-08-01,26.89,15.0,2.14,73.07
2023-08-02,23.43,13.72,2.72,78.01
2023-08-03,24.66,13.91,2.48,76.26
2023-08-04,24.91,13.7,2.23,74.53
2023-08-05,26.15,13.06,2.43,74.61
2023-08-06,26.03,14.33,3.05,74.24
2023-08-07,26.43,13.69,1.98,72.87
2023-08-08,26.4,14.37,5.29,74.62
2023-08-09,25.8,14.69,0.84,74.99
2023-08-10,26.94,14.46,0.68,71.83
2023-08-11,26.62,14.45,0.42,73.99
2023-08-12,26.97,14.37,0.32,72.31
2023-08-13,27.53,14.08,0.29,70.01
2023-08-14,27.64,13.77,1.0,68.97
2023-08-15,27.74,14.57,2.2,71.87
2023-08-16,27.52,15.0,2.42,72.56
2023-08-17,26.87,15.28,4.47,73.64
2023-08-18,27.87,14.4,1.62,70.59
2023-08-19,28.57,14.0,0.58,66.15
2023-08-20,29.41,13.41,0.16,61.07
2023-08-21,25.39,14.83,0.87,71.53
2023-08-22,28.29,14.74,0.94,69.46
2023-08-23,28.16,14.09,0.5,68.29
2023-08-24,28.66,14.46,0.33,67.28
2023-08-25,29.07,14.38,0.37,65.19
2023-08-26,29.06,14.69,0.42,64.96
2023-08-27,29.05,14.66,0.44,64.17
2023-08-28,27.23,14.22,1.13,66.75
2023-08-29,27.78,13.39,1.76,67.64
2023-08-30,26.73,14.61,2.3,70.17
2023-08-31,27.28,14.67,2.27,68.33
2023-09-01,28.55,15.0,0.97,68.44
2023-09-02,27.8,15.45,1.15,69.98
2023-09-03,29.14,15.27,0.85,67.94
2023-09-04,27.97,14.76,1.07,68.03
2023-09-05,29.06,15.27,1.23,69.13
2023-09-06,29.73,14.83,0.91,66.97
2023-09-07,29.32,16.08,4.19,70.6
2023-09-08,27.7,17.05,6.72,74.07
2023-09-09,26.54,15.86,4.02,74.39
2023-09-10,28.24,14.82,0.99,67.35
2023-09-11,29.84,15.11,0.77,67.57
2023-09-12,29.87,15.73,0.41,67.05
2023-09-13,28.92,16.77,2.64,71.78
2023-09-14,29.03,13.74,0.66,60.86
2023-09-15,29.13,15.15,0.79,65.18
2023-09-16,29.9,14.98,0.64,65.16
2023-09-17,30.51,14.71,0.75,63.75
2023-09-18,29.84,15.31,1.07,63.44
2023-09-19,28.89,16.22,1.64,67.95
2023-09-20,30.31,15.47,1.32,64.34
2023-09-21,30.92,15.94,0.9,64.61
2023-09-22,29.97,16.01,1.74,65.97
2023-09-23,29.81,15.79,1.52,65.7
2023-09-24,28.84,15.64,1.6,66.72
2023-09-25,29.08,15.67,3.33,67.52
2023-09-26,29.97,15.41,1.44,60.64
2023-09-27,30.28,15.24,1.85,64.34
2023-09-28,29.86,15.8,1.36,66.54
2023-09-29,30.27,16.24,1.57,67.77
2023-09-30,30.49,16.34,1.14,64.4
2023-10-01,30.67,15.94,1.65,64.47
2023-10-02,30.89,15.29,0.25,57.69
2023-10-03,30.0,15.15,2.91,61.56
2023-10-04,28.0,16.77,7.0,75.01
2023-10-05,28.52,15.92,2.93,70.52
2023-10-06,29.78,15.53,3.5,68.54
2023-10-07,29.68,15.9,1.87,64.88
2023-10-08,30.88,14.42,0.14,58.78
2023-10-09,31.5,14.45,0.9,61.52
2023-10-10,30.39,16.44,9.26,69.39
2023-10-11,30.1,15.67,1.05,63.59
2023-10-12,29.67,15.42,1.26,61.38
2023-10-13,30.36,15.68,0.84,61.23
2023-10-14,31.16,16.46,0.4,58.86
2023-10-15,29.29,16.77,7.22,71.86
2023-10-16,28.6,17.84,16.95,76.51
2023-10-17,28.77,17.13,3.42,72.57
2023-10-18,29.1,17.2,6.6,73.44
2023-10-19,28.23,17.28,7.95,74.71
2023-10-20,29.0,16.33,11.76,73.87
2023-10-21,28.46,16.85,4.74,74.64
2023-10-22,29.46,15.7,1.23,64.88
2023-10-23,29.88,14.43,1.0,63.83
2023-10-24,29.9,16.03,3.75,71.45
2023-10-25,28.4,17.18,10.16,76.69
2023-10-26,27.77,16.46,8.85,75.06
2023-10-27,26.01,16.88,6.32,78.15
2023-10-28,27.87,16.67,5.41,74.49
2023-10-29,27.53,16.76,8.69,76.14
2023-10-30,26.98,17.03,10.76,79.29
2023-10-31,25.83,16.56,22.66,81.74
2023-11-01,26.75,16.65,6.75,79.91
2023-11-02,25.42,16.67,20.88,83.89
2023-11-03,24.19,16.53,26.44,87.71
2023-11-04,25.53,15.64,12.75,83.38
2023-11-05,26.7,16.55,14.76,82.79
2023-11-06,25.07,16.12,20.66,86.57
2023-11-07,26.03,16.15,6.95,82.59
2023-11-08,25.47,16.69,8.49,84.53
2023-11-09,25.2,17.0,8.19,86.35
2023-11-10,25.63,17.1,17.59,85.34
2023-11-11,24.66,16.27,25.27,87.44
2023-11-12,25.3,16.13,26.29,87.23
2023-11-13,22.38,16.92,12.2,90.77
2023-11-14,26.06,15.26,2.06,84.74
2023-11-15,26.23,16.97,5.35,84.57
2023-11-16,26.27,17.26,6.97,87.02
2023-11-17,25.42,17.05,18.34,86.63
2023-11-18,25.49,16.06,8.4,85.14
2023-11-19,21.66,16.5,12.68,88.83
2023-11-20,24.82,15.92,18.19,85.77
2023-11-21,24.31,16.62,22.23,87.35
2023-11-22,24.02,16.59,8.26,90.98
2023-11-23,24.17,15.83,4.97,87.2
2023-11-24,23.24,15.99,14.0,84.85
2023-11-25,25.39,14.73,18.78,83.23
2023-11-26,24.77,16.77,8.47,87.96
2023-11-27,23.85,15.28,3.34,86.3
2023-11-28,23.62,16.4,1.27,85.8
2023-11-29,25.72,14.79,1.34,81.98
2023-11-30,25.03,15.72,3.28,83.71
2023-12-01,23.98,14.61,1.52,81.67
2023-12-02,25.79,15.15,0.73,81.12
2023-12-03,25.95,14.42,1.24,78.45
2023-12-04,25.56,15.78,0.79,83.0
2023-12-05,25.58,15.04,2.24,83.11
2023-12-06,25.71,14.37,0.82,81.88
2023-12-07,26.17,15.9,0.02,77.95
2023-12-08,26.26,15.05,0.1,81.43
2023-12-09,25.45,14.88,0.52,83.51
2023-12-10,24.76,16.11,4.44,86.97
2023-12-11,25.44,15.92,2.7,84.23
2023-12-12,26.21,15.52,4.03,84.59
2023-12-13,25.58,17.05,5.51,85.9
2023-12-14,26.26,17.25,4.57,85.73
2023-12-15,25.06,17.88,7.21,90.5
2023-12-16,25.13,16.83,5.03,87.63
2023-12-17,25.11,16.16,0.59,85.23
2023-12-18,25.53,16.21,0.27,83.46
2023-12-19,25.27,16.45,0.16,79.95
2023-12-20,26.08,16.37,0.15,79.23
2023-12-21,26.28,15.83,0.14,81.15
2023-12-22,25.61,14.99,1.5,83.26
2023-12-23,26.23,16.05,2.61,83.78
2023-12-24,26.26,16.06,2.36,84.55
2023-12-25,26.42,16.97,3.47,85.7
2023-12-26,25.24,16.81,3.77,85.29
2023-12-27,25.6,15.5,0.67,79.61
2023-12-28,25.25,15.84,3.08,82.04
2023-12-29,25.66,16.74,4.11,83.28
2023-12-30,26.23,16.72,1.04,83.38
2023-12-31,26.26,16.31,1.7,80.54
2024-01-01,26.33,16.81,2.8,80.16
2024-01-02,26.57,16.63,2.44,81.76
2024-01-03,25.93,14.81,0.58,75.99
2024-01-04,27.4,15.09,2.19,75.05
2024-01-05,27.43,16.0,3.63,76.12
2024-01-06,25.1,16.32,6.15,83.41
2024-01-07,25.9,16.19,4.72,80.05
2024-01-08,25.86,15.51,1.43,78.04
2024-01-09,26.6,14.38,0.99,75.58
2024-01-10,25.33,14.87,0.93,76.03
2024-01-11,25.57,15.89,1.34,75.32
2024-01-12,26.7,16.84,10.57,78.04
2024-01-13,25.34,17.3,18.54,85.51
2024-01-14,25.45,16.75,3.22,78.25
2024-01-15,25.95,16.71,2.08,81.65
2024-01-16,26.33,16.51,3.08,81.43
2024-01-17,25.73,16.11,0.69,75.97
2024-01-18,24.89,17.61,0.96,77.94
2024-01-19,27.28,17.79,5.6,76.23
2024-01-20,21.86,17.22,23.77,91.06
2024-01-21,25.93,15.86,3.8,77.1
2024-01-22,25.6,15.15,0.31,75.58
2024-01-23,26.78,15.6,0.14,75.52
2024-01-24,26.71,15.43,0.01,70.0
2024-01-25,27.68,15.67,0.48,72.66
2024-01-26,27.81,16.73,0.13,74.83
2024-01-27,26.86,17.01,0.36,82.31
2024-01-28,27.11,15.61,0.32,78.91
2024-01-29,27.87,15.31,0.14,76.51
2024-01-30,27.78,15.85,2.84,78.68
2024-01-31,27.13,16.54,0.68,79.82
2024-02-01,27.24,15.91,0.28,77.08
2024-02-02,26.32,16.91,0.03,78.29
2024-02-03,28.57,17.13,0.06,71.64
2024-02-04,28.53,16.27,0.06,73.65
2024-02-05,27.68,17.58,1.17,79.01
2024-02-06,27.51,17.47,0.98,74.24
2024-02-07,27.99,15.59,0.74,72.8
2024-02-08,27.4,17.02,1.17,77.73
2024-02-09,28.23,16.82,0.21,72.53
2024-02-10,27.41,16.5,11.06,76.88
2024-02-11,28.41,16.4,9.52,76.62
2024-02-12,28.29,15.3,7.46,72.79
2024-02-13,27.62,16.09,16.73,77.91
2024-02-14,27.13,16.1,5.97,78.39
2024-02-15,25.92,15.2,0.48,75.22
2024-02-16,26.83,14.78,0.59,70.91
2024-02-17,28.12,16.21,0.76,74.35
2024-02-18,29.18,17.51,0.32,70.36
2024-02-19,30.4,16.61,1.7,69.71
2024-02-20,28.3,18.07,6.55,77.07
2024-02-21,28.25,17.15,0.28,73.12
2024-02-22,27.49,15.6,1.09,75.79
2024-02-23,27.47,16.01,2.18,76.56
2024-02-24,27.48,17.63,3.21,79.04
2024-02-25,28.47,16.56,1.19,72.37
2024-02-26,29.71,17.05,0.52,72.09
2024-02-27,28.61,17.91,5.6,73.16
2024-02-28,27.2,17.84,6.25,81.68
2024-02-29,28.2,17.43,2.3,76.73
2024-03-01,27.88,17.25,8.5,80.19
2024-03-02,27.96,16.99,3.03,77.9
2024-03-03,28.26,16.95,1.67,75.19
2024-03-04,29.58,17.43,0.42,68.12
2024-03-05,25.85,17.47,1.43,79.76
2024-03-06,27.88,16.93,4.16,74.5
2024-03-07,28.99,16.07,0.67,72.93
2024-03-08,29.38,16.94,0.95,74.39
2024-03-09,28.57,17.64,3.76,76.74
2024-03-10,28.13,17.57,2.75,75.51
2024-03-11,28.61,16.37,0.31,71.52
2024-03-12,29.45,15.32,0.17,66.53
2024-03-13,29.72,16.11,0.49,65.9
2024-03-14,28.73,17.45,1.41,72.87
2024-03-15,28.23,16.68,1.34,71.95
2024-03-16,29.52,16.5,0.48,68.84
2024-03-17,30.85,16.14,0.06,62.72
2024-03-18,30.14,17.34,0.87,73.31
2024-03-19,29.65,17.67,0.29,70.06
2024-03-20,29.79,18.13,0.73,71.52
2024-03-21,30.72,17.89,0.37,67.66
2024-03-22,31.46,17.71,0.97,66.36
2024-03-23,27.81,18.54,6.16,80.89
2024-03-24,27.21,17.61,12.36,80.25
2024-03-25,28.96,17.72,4.45,77.18
2024-03-26,28.83,18.39,1.93,76.54
2024-03-27,28.25,18.22,3.41,79.23
2024-03-28,28.64,17.84,1.77,74.89
2024-03-29,28.02,16.59,1.83,74.4
2024-03-30,26.99,18.23,4.63,81.88
2024-03-31,28.09,17.06,5.87,76.32
2024-04-01,25.26,17.76,16.81,83.99
2024-04-02,26.84,17.49,6.29,80.64
2024-04-03,26.78,17.21,5.93,80.2
2024-04-04,23.71,16.77,15.67,87.27
2024-04-05,25.57,17.03,11.5,83.76
2024-04-06,26.86,16.67,2.74,81.04
2024-04-07,26.82,17.57,1.21,81.77
2024-04-08,25.12,17.93,42.97,87.99
2024-04-09,26.3,17.75,2.55,83.11
2024-04-10,28.82,16.86,0.19,75.24
2024-04-11,26.74,17.12,2.43,83.78
2024-04-12,28.57,16.74,2.01,78.77
2024-04-13,27.46,17.93,4.7,83.51
2024-04-14,24.79,18.16,9.09,87.85
2024-04-15,24.82,17.32,8.91,86.22
2024-04-16,26.66,16.94,3.02,81.83
2024-04-17,27.52,16.6,2.54,84.74
2024-04-18,27.57,17.9,5.66,80.96
2024-04-19,25.79,15.75,2.15,81.0
2024-04-20,28.02,16.81,51.0,81.33
2024-04-21,24.28,16.46,14.75,87.32
2024-04-22,24.94,17.5,9.39,87.04
2024-04-23,25.65,17.85,18.64,85.28
2024-04-24,26.61,17.88,19.78,84.8
2024-04-25,22.71,18.36,34.8,91.6
2024-04-26,22.22,17.17,20.16,90.86
2024-04-27,26.5,16.83,19.85,84.8
2024-04-28,21.31,16.81,64.05,92.64
2024-04-29,27.52,16.07,47.22,83.5
2024-04-30,26.32,17.16,43.64,85.24
2024-05-01,24.69,17.22,54.47,88.35
2024-05-02,27.05,17.62,19.73,85.68
2024-05-03,24.69,18.77,22.55,90.11
2024-05-04,23.95,18.06,22.97,88.52
2024-05-05,24.5,16.79,28.67,86.36
2024-05-06,24.18,17.29,21.08,89.54
2024-05-07,24.89,16.95,6.75,87.75
2024-05-08,25.02,15.94,3.44,85.35
2024-05-09,24.1,15.77,3.58,87.14
2024-05-10,25.16,15.99,2.49,84.29
2024-05-11,26.06,16.0,1.79,83.17
2024-05-12,25.95,14.55,0.08,77.0
2024-05-13,26.78,14.88,0.16,73.94
2024-05-14,26.93,15.04,3.12,81.47
2024-05-15,27.04,15.98,1.12,81.95
2024-05-16,26.59,16.18,2.02,83.03
2024-05-17,26.98,16.23,3.37,82.55
2024-05-18,27.46,15.06,13.6,79.97
2024-05-19,26.78,16.53,3.09,83.42
2024-05-20,26.75,16.81,8.19,85.2
2024-05-21,24.59,17.23,4.26,85.77
2024-05-22,25.67,17.19,5.0,86.23
2024-05-23,24.45,15.97,7.03,88.44
2024-05-24,25.23,15.69,1.61,83.48
2024-05-25,25.6,16.23,4.14,84.67
2024-05-26,26.54,15.78,0.75,83.49
2024-05-27,27.02,15.09,0.27,80.64
2024-05-28,26.94,15.0,0.14,80.18
2024-05-29,26.95,13.86,0.26,79.71
2024-05-30,26.93,14.06,0.36,78.92
2024-05-31,26.56,13.78,0.44,77.73
2024-06-01,26.72,14.27,0.11,77.2
2024-06-02,26.78,15.98,1.2,81.77
2024-06-03,26.78,15.07,2.55,79.38
2024-06-04,26.82,14.93,1.77,81.2
2024-06-05,26.34,15.75,0.61,82.28
2024-06-06,25.74,15.9,1.83,82.73
2024-06-07,25.98,15.09,0.82,81.57
2024-06-08,25.48,15.49,2.41,83.74
2024-06-09,25.1,15.0,2.75,83.92
2024-06-10,25.1,13.95,0.93,80.53
2024-06-11,24.51,13.18,0.57,78.7
2024-06-12,24.69,12.92,0.24,75.83
2024-06-13,25.98,12.43,0.06,73.52
2024-06-14,25.94,12.27,0.09,73.8
2024-06-15,25.08,12.27,1.36,77.48
2024-06-16,25.08,14.02,1.45,77.57
2024-06-17,25.88,12.8,0.69,75.96
2024-06-18,25.72,12.8,0.3,75.62
2024-06-19,24.08,14.88,1.25,84.5
2024-06-20,24.0,13.73,2.57,83.52
2024-06-21,24.2,14.3,1.0,80.98
2024-06-22,24.99,14.11,0.57,79.88
2024-06-23,24.59,13.11,0.61,79.18
2024-06-24,24.96,12.63,0.21,76.56
2024-06-25,24.76,11.15,0.14,73.69
2024-06-26,24.32,12.12,0.44,75.2
2024-06-27,24.09,13.35,1.21,81.65
2024-06-28,23.48,13.01,0.55,80.71
2024-06-29,25.73,12.92,0.45,78.26
2024-06-30,24.92,13.92,0.5,78.43
2024-07-01,24.93,13.53,0.31,77.12
2024-07-02,25.59,14.22,0.18,76.07
2024-07-03,25.6,13.8,0.65,77.74
2024-07-04,25.17,14.97,1.84,82.35
2024-07-05,25.61,14.44,0.63,76.99
2024-07-06,23.03,14.8,4.07,83.82
2024-07-07,24.1,15.82,10.36,85.37
2024-07-08,23.42,15.92,5.98,87.3
2024-07-09,23.28,15.04,6.16,85.05
2024-07-10,23.61,14.57,3.44,78.25
2024-07-11,24.74,13.73,0.39,77.41
2024-07-12,24.37,11.68,1.89,79.93
2024-07-13,24.82,13.77,2.27,79.81
2024-07-14,26.48,12.05,1.63,74.31
2024-07-15,25.52,12.93,0.4,76.67
2024-07-16,24.03,14.98,2.22,84.64
2024-07-17,22.32,15.16,3.43,86.5
2024-07-18,22.69,14.47,1.38,83.99
2024-07-19,23.65,14.39,0.72,83.02
2024-07-20,25.11,14.49,1.36,81.52
2024-07-21,23.68,14.55,1.04,83.04
2024-07-22,24.52,13.97,0.81,80.77
